Area_name,STCOU,POP010130F,POP010130D,POP010130N1,POP010130N2,POP010140F,POP010140D,POP010140N1,POP010140N2,POP010150F,POP010150D,POP010150N1,POP010150N2,POP010160F,POP010160D,POP010160N1,POP010160N2,POP010170F,POP010170D,POP010170N1,POP010170N2,POP010180F,POP010180D,POP010180N1,POP010180N2,POP010190F,POP010190D,POP010190N1,POP010190N2,POP010200F,POP010200D,POP010200N1,POP010200N2,POP010210F,POP010210D,POP010210N1,POP010210N2,POP020170F,POP020170D,POP020170N1,POP020170N2
"Sutton, TX",48435,0,2807,0000,0000,0,3977,0000,0000,0,3746,0000,0000,0,3738,0000,0000,0,3175,0000,0000,0,5130,0000,0000,0,4135,0000,0000,0,4077,0000,0000,0,4128,0000,0000,0,3175,0000,0000
"Swisher, TX",48437,0,7343,0000,0000,0,6528,0000,0000,0,8249,0000,0000,0,10607,0000,0000,0,10373,0000,0000,0,9723,0000,0000,0,8133,0000,0000,0,8378,0000,0000,0,7854,0000,0000,0,10373,0000,0000
"Tarrant, TX",48439,0,197553,0000,0000,0,225521,0000,0000,0,361253,0000,0000,0,538495,0000,0000,0,716317,0000,0000,0,860880,0000,0000,0,1170103,0000,0000,0,1446219,0000,0000,0,1809034,0000,0000,0,715587,0000,0000
"Taylor, TX",48441,0,41023,0000,0000,0,44147,0000,0000,0,63370,0000,0000,0,101078,0000,0000,0,97853,0000,0000,0,110932,0000,0000,0,119655,0000,0000,0,126555,0000,0000,0,131506,0000,0000,0,97853,0000,0000
"Terrell, TX",48443,0,2660,0000,0000,0,2952,0000,0000,0,3189,0000,0000,0,2600,0000,0000,0,1940,0000,0000,0,1595,0000,0000,0,1410,0000,0000,0,1081,0000,0000,0,984,0000,0000,0,1940,0000,0000
"Terry, TX",48445,0,8883,0000,0000,0,11160,0000,0000,0,13107,0000,0000,0,16286,0000,0000,0,14118,0000,0000,0,14581,0000,0000,0,13218,0000,0000,0,12761,0000,0000,0,12651,0000,0000,0,14118,0000,0000
"Throckmorton, TX",48447,0,5253,0000,0000,0,4275,0000,0000,0,3618,0000,0000,0,2767,0000,0000,0,2205,0000,0000,0,2053,0000,0000,0,1880,0000,0000,0,1850,0000,0000,0,1641,0000,0000,0,2205,0000,0000
"Titus, TX",48449,0,16003,0000,0000,0,19228,0000,0000,0,17302,0000,0000,0,16785,0000,0000,0,16702,0000,0000,0,21442,0000,0000,0,24009,0000,0000,0,28118,0000,0000,0,32334,0000,0000,0,16702,0000,0000
"Tom Green, TX",48451,0,36033,0000,0000,0,39302,0000,0000,0,58929,0000,0000,0,64630,0000,0000,0,71047,0000,0000,0,84784,0000,0000,0,98458,0000,0000,0,104010,0000,0000,0,110224,0000,0000,0,71047,0000,0000
"Travis, TX",48453,0,77777,0000,0000,0,111053,0000,0000,0,160980,0000,0000,0,212136,0000,0000,0,295516,0000,0000,0,419573,0000,0000,0,576407,0000,0000,0,812280,0000,0000,0,1024266,0000,0000,0,295516,0000,0000
"Trinity, TX",48455,0,13637,0000,0000,0,13705,0000,0000,0,10040,0000,0000,0,7539,0000,0000,0,7628,0000,0000,0,9450,0000,0000,0,11445,0000,0000,0,13779,0000,0000,0,14585,0000,0000,0,7628,0000,0000
"Tyler, TX",48457,0,11448,0000,0000,0,11948,0000,0000,0,11292,0000,0000,0,10666,0000,0000,0,12417,0000,0000,0,16223,0000,0000,0,16646,0000,0000,0,20871,0000,0000,0,21766,0000,0000,0,12417,0000,0000
"Upshur, TX",48459,0,22297,0000,0000,0,26178,0000,0000,0,20822,0000,0000,0,19793,0000,0000,0,20976,0000,0000,0,28595,0000,0000,0,31370,0000,0000,0,35291,0000,0000,0,39309,0000,0000,0,20976,0000,0000
"Upton, TX",48461,0,5968,0000,0000,0,4297,0000,0000,0,5307,0000,0000,0,6239,0000,0000,0,4697,0000,0000,0,4619,0000,0000,0,4447,0000,0000,0,3404,0000,0000,0,3355,0000,0000,0,4697,0000,0000
"Uvalde, TX",48463,0,12945,0000,0000,0,13246,0000,0000,0,16015,0000,0000,0,16814,0000,0000,0,17348,0000,0000,0,22441,0000,0000,0,23340,0000,0000,0,25926,0000,0000,0,26405,0000,0000,0,17348,0000,0000
"Val Verde, TX",48465,0,14924,0000,0000,0,15453,0000,0000,0,16635,0000,0000,0,24461,0000,0000,0,27471,0000,0000,0,35910,0000,0000,0,38721,0000,0000,0,44856,0000,0000,0,48879,0000,0000,0,27471,0000,0000
"Van Zandt, TX",48467,0,32315,0000,0000,0,31155,0000,0000,0,22593,0000,0000,0,19091,0000,0000,0,22155,0000,0000,0,31426,0000,0000,0,37944,0000,0000,0,48140,0000,0000,0,52579,0000,0000,0,22155,0000,0000
"Victoria, TX",48469,0,20048,0000,0000,0,23741,0000,0000,0,31241,0000,0000,0,46475,0000,0000,0,53766,0000,0000,0,68807,0000,0000,0,74361,0000,0000,0,84088,0000,0000,0,86793,0000,0000,0,53766,0000,0000
"Walker, TX",48471,0,18528,0000,0000,0,19868,0000,0000,0,20163,0000,0000,0,21475,0000,0000,0,27680,0000,0000,0,41789,0000,0000,0,50917,0000,0000,0,61758,0000,0000,0,67861,0000,0000,0,27680,0000,0000
"Waller, TX",48473,0,10014,0000,0000,0,10280,0000,0000,0,11961,0000,0000,0,12071,0000,0000,0,14285,0000,0000,0,19798,0000,0000,0,23390,0000,0000,0,32663,0000,0000,0,43205,0000,0000,0,14285,0000,0000
"Ward, TX",48475,0,4599,0000,0000,0,9575,0000,0000,0,13346,0000,0000,0,14917,0000,0000,0,13019,0000,0000,0,13976,0000,0000,0,13115,0000,0000,0,10909,0000,0000,0,10658,0000,0000,0,13019,0000,0000
"Washington, TX",48477,0,25394,0000,0000,0,25387,0000,0000,0,20542,0000,0000,0,19145,0000,0000,0,18842,0000,0000,0,21998,0000,0000,0,26154,0000,0000,0,30373,0000,0000,0,33718,0000,0000,0,18842,0000,0000
"Webb, TX",48479,0,42128,0000,0000,0,45916,0000,0000,0,56141,0000,0000,0,64791,0000,0000,0,72859,0000,0000,0,99258,0000,0000,0,133239,0000,0000,0,193117,0000,0000,0,250304,0000,0000,0,72859,0000,0000
"Wharton, TX",48481,0,29681,0000,0000,0,36158,0000,0000,0,36077,0000,0000,0,38152,0000,0000,0,36729,0000,0000,0,40242,0000,0000,0,39955,0000,0000,0,41188,0000,0000,0,41280,0000,0000,0,36729,0000,0000
"Wheeler, TX",48483,0,15555,0000,0000,0,12411,0000,0000,0,10317,0000,0000,0,7947,0000,0000,0,6434,0000,0000,0,7137,0000,0000,0,5879,0000,0000,0,5284,0000,0000,0,5410,0000,0000,0,6434,0000,0000
"Wichita, TX",48485,0,74416,0000,0000,0,73604,0000,0000,0,98493,0000,0000,0,123528,0000,0000,0,121862,0000,0000,0,121082,0000,0000,0,122378,0000,0000,0,131664,0000,0000,0,131500,0000,0000,0,120563,0000,0000
"Wilbarger, TX",48487,0,24579,0000,0000,0,20474,0000,0000,0,20552,0000,0000,0,17748,0000,0000,0,15355,0000,0000,0,15931,0000,0000,0,15121,0000,0000,0,14676,0000,0000,0,13535,0000,0000,0,15355,0000,0000
"Willacy, TX",48489,0,10499,0000,0000,0,13230,0000,0000,0,20920,0000,0000,0,20084,0000,0000,0,15570,0000,0000,0,17495,0000,0000,0,17705,0000,0000,0,20082,0000,0000,0,22134,0000,0000,0,15570,0000,0000
"Williamson, TX",48491,0,44146,0000,0000,0,41698,0000,0000,0,38853,0000,0000,0,35044,0000,0000,0,37305,0000,0000,0,76521,0000,0000,0,139551,0000,0000,0,249967,0000,0000,0,422679,0000,0000,0,37305,0000,0000
"Wilson, TX",48493,0,17606,0000,0000,0,17066,0000,0000,0,14672,0000,0000,0,13267,0000,0000,0,13041,0000,0000,0,16756,0000,0000,0,22650,0000,0000,0,32408,0000,0000,0,42918,0000,0000,0,13041,0000,0000
"Winkler, TX",48495,0,6784,0000,0000,0,6141,0000,0000,0,10064,0000,0000,0,13652,0000,0000,0,9640,0000,0000,0,9944,0000,0000,0,8626,0000,0000,0,7173,0000,0000,0,7110,0000,0000,0,9640,0000,0000
"Wise, TX",48497,0,19178,0000,0000,0,19074,0000,0000,0,16141,0000,0000,0,17012,0000,0000,0,19687,0000,0000,0,26575,0000,0000,0,34679,0000,0000,0,48793,0000,0000,0,59127,0000,0000,0,19687,0000,0000
"Wood, TX",48499,0,24183,0000,0000,0,24360,0000,0000,0,21308,0000,0000,0,17653,0000,0000,0,18589,0000,0000,0,24697,0000,0000,0,29380,0000,0000,0,36752,0000,0000,0,41964,0000,0000,0,18589,0000,0000
"Yoakum, TX",48501,0,1263,0000,0000,0,5354,0000,0000,0,4339,0000,0000,0,8032,0000,0000,0,7344,0000,0000,0,8299,0000,0000,0,8786,0000,0000,0,7322,0000,0000,0,7879,0000,0000,0,7344,0000,0000
"Young, TX",48503,0,20128,0000,0000,0,19004,0000,0000,0,16810,0000,0000,0,17254,0000,0000,0,15400,0000,0000,0,19083,0000,0000,0,18126,0000,0000,0,17943,0000,0000,0,18550,0000,0000,0,15400,0000,0000
"Zapata, TX",48505,0,2867,0000,0000,0,3916,0000,0000,0,4405,0000,0000,0,4393,0000,0000,0,4352,0000,0000,0,6628,0000,0000,0,9279,0000,0000,0,12182,0000,0000,0,14018,0000,0000,0,4352,0000,0000
"Zavala, TX",48507,0,10349,0000,0000,0,11603,0000,0000,0,11201,0000,0000,0,12696,0000,0000,0,11370,0000,0000,0,11666,0000,0000,0,12162,0000,0000,0,11600,0000,0000,0,11677,0000,0000,0,11370,0000,0000
UTAH,49000,0,507847,0000,0000,0,550310,0000,0000,0,688862,0000,0000,0,890627,0000,0000,0,1059273,0000,0000,0,1461037,0000,0000,0,1722850,0000,0000,0,2233169,0000,0000,0,2763885,0000,0000,0,1059273,0000,0000
"Beaver, UT",49001,0,5136,0000,0000,0,5014,0000,0000,0,4856,0000,0000,0,4331,0000,0000,0,3800,0000,0000,0,4378,0000,0000,0,4765,0000,0000,0,6005,0000,0000,0,6629,0000,0000,0,3800,0000,0000
"Box Elder, UT",49003,0,17810,0000,0000,0,18832,0000,0000,0,19734,0000,0000,0,25061,0000,0000,0,28129,0000,0000,0,33222,0000,0000,0,36485,0000,0000,0,42745,0000,0000,0,49975,0000,0000,0,28129,0000,0000
"Cache, UT",49005,0,27424,0000,0000,0,29797,0000,0000,0,33536,0000,0000,0,35788,0000,0000,0,42331,0000,0000,0,57176,0000,0000,0,70183,0000,0000,0,91391,0000,0000,0,112656,0000,0000,0,42331,0000,0000
"Carbon, UT",49007,0,17798,0000,0000,0,18459,0000,0000,0,24901,0000,0000,0,21135,0000,0000,0,15647,0000,0000,0,22179,0000,0000,0,20228,0000,0000,0,20422,0000,0000,0,21403,0000,0000,0,15647,0000,0000
"Daggett, UT",49009,0,411,0000,0000,0,564,0000,0000,0,364,0000,0000,0,1164,0000,0000,0,666,0000,0000,0,769,0000,0000,0,690,0000,0000,0,921,0000,0000,0,1059,0000,0000,0,666,0000,0000
"Davis, UT",49011,0,14021,0000,0000,0,15784,0000,0000,0,30867,0000,0000,0,64760,0000,0000,0,99028,0000,0000,0,146540,0000,0000,0,187941,0000,0000,0,238994,0000,0000,0,306479,0000,0000,0,99028,0000,0000
"Duchesne, UT",49013,0,8263,0000,0000,0,8958,0000,0000,0,8134,0000,0000,0,7179,0000,0000,0,7299,0000,0000,0,12565,0000,0000,0,12645,0000,0000,0,14371,0000,0000,0,18607,0000,0000,0,7299,0000,0000
"Emery, UT",49015,0,7042,0000,0000,0,7072,0000,0000,0,6304,0000,0000,0,5546,0000,0000,0,5137,0000,0000,0,11451,0000,0000,0,10332,0000,0000,0,10860,0000,0000,0,10976,0000,0000,0,5137,0000,0000
"Garfield, UT",49017,0,4642,0000,0000,0,5253,0000,0000,0,4151,0000,0000,0,3577,0000,0000,0,3157,0000,0000,0,3673,0000,0000,0,3980,0000,0000,0,4735,0000,0000,0,5172,0000,0000,0,3157,0000,0000
"Grand, UT",49019,0,1813,0000,0000,0,2070,0000,0000,0,1903,0000,0000,0,6345,0000,0000,0,6688,0000,0000,0,8241,0000,0000,0,6620,0000,0000,0,8485,0000,0000,0,9225,0000,0000,0,6688,0000,0000
"Iron, UT",49021,0,7227,0000,0000,0,8331,0000,0000,0,9642,0000,0000,0,10795,0000,0000,0,12177,0000,0000,0,17349,0000,0000,0,20789,0000,0000,0,33779,0000,0000,0,46163,0000,0000,0,12177,0000,0000
"Juab, UT",49023,0,8605,0000,0000,0,7392,0000,0000,0,5981,0000,0000,0,4597,0000,0000,0,4574,0000,0000,0,5530,0000,0000,0,5817,0000,0000,0,8238,0000,0000,0,10246,0000,0000,0,4574,0000,0000
"Kane, UT",49025,0,2235,0000,0000,0,2561,0000,0000,0,2299,0000,0000,0,2667,0000,0000,0,2421,0000,0000,0,4024,0000,0000,0,5169,0000,0000,0,6046,0000,0000,0,7125,0000,0000,0,2421,0000,0000
"Millard, UT",49027,0,9945,0000,0000,0,9613,0000,0000,0,9387,0000,0000,0,7866,0000,0000,0,6988,0000,0000,0,8970,0000,0000,0,11333,0000,0000,0,12405,0000,0000,0,12503,0000,0000,0,6988,0000,0000
"Morgan, UT",49029,0,2536,0000,0000,0,2611,0000,0000,0,2519,0000,0000,0,2837,0000,0000,0,3983,0000,0000,0,4917,0000,0000,0,5528,0000,0000,0,7129,0000,0000,0,9469,0000,0000,0,3983,0000,0000
"Piute, UT",49031,0,1956,0000,0000,0,2203,0000,0000,0,1911,0000,0000,0,1436,0000,0000,0,1164,0000,0000,0,1329,0000,0000,0,1277,0000,0000,0,1435,0000,0000,0,1556,0000,0000,0,1164,0000,0000
"Rich, UT",49033,0,1873,0000,0000,0,2028,0000,0000,0,1673,0000,0000,0,1685,0000,0000,0,1615,0000,0000,0,2100,0000,0000,0,1725,0000,0000,0,1961,0000,0000,0,2264,0000,0000,0,1615,0000,0000
"Salt Lake, UT",49035,0,194102,0000,0000,0,211623,0000,0000,0,274895,0000,0000,0,383035,0000,0000,0,458607,0000,0000,0,619066,0000,0000,0,725956,0000,0000,0,898387,0000,0000,0,1029655,0000,0000,0,458607,0000,0000
"San Juan, UT",49037,0,3496,0000,0000,0,4712,0000,0000,0,5315,0000,0000,0,9040,0000,0000,0,9606,0000,0000,0,12253,0000,0000,0,12621,0000,0000,0,14413,0000,0000,0,14746,0000,0000,0,9606,0000,0000
"Sanpete, UT",49039,0,16022,0000,0000,0,16063,0000,0000,0,13891,0000,0000,0,11053,0000,0000,0,10976,0000,0000,0,14620,0000,0000,0,16259,0000,0000,0,22763,0000,0000,0,27822,0000,0000,0,10976,0000,0000
"Sevier, UT",49041,0,11199,0000,0000,0,12112,0000,0000,0,12072,0000,0000,0,10565,0000,0000,0,10103,0000,0000,0,14727,0000,0000,0,15431,0000,0000,0,18842,0000,0000,0,20802,0000,0000,0,10103,0000,0000
"Summit, UT",49043,0,9527,0000,0000,0,8714,0000,0000,0,6745,0000,0000,0,5673,0000,0000,0,5879,0000,0000,0,10198,0000,0000,0,15518,0000,0000,0,29736,0000,0000,0,36324,0000,0000,0,5879,0000,0000
"Tooele, UT",49045,0,9413,0000,0000,0,9133,0000,0000,0,14636,0000,0000,0,17868,0000,0000,0,21545,0000,0000,0,26033,0000,0000,0,26601,0000,0000,0,40735,0000,0000,0,58218,0000,0000,0,21545,0000,0000
"Uintah, UT",49047,0,9035,0000,0000,0,9898,0000,0000,0,10300,0000,0000,0,11582,0000,0000,0,12684,0000,0000,0,20506,0000,0000,0,22211,0000,0000,0,25224,0000,0000,0,32588,0000,0000,0,12684,0000,0000
"Utah, UT",49049,0,49021,0000,0000,0,57382,0000,0000,0,81912,0000,0000,0,106991,0000,0000,0,137776,0000,0000,0,218106,0000,0000,0,263590,0000,0000,0,368536,0000,0000,0,516564,0000,0000,0,137776,0000,0000
"Wasatch, UT",49051,0,5636,0000,0000,0,5754,0000,0000,0,5574,0000,0000,0,5308,0000,0000,0,5863,0000,0000,0,8523,0000,0000,0,10089,0000,0000,0,15215,0000,0000,0,23530,0000,0000,0,5863,0000,0000
"Washington, UT",49053,0,7420,0000,0000,0,9269,0000,0000,0,9836,0000,0000,0,10271,0000,0000,0,13669,0000,0000,0,26065,0000,0000,0,48560,0000,0000,0,90354,0000,0000,0,138115,0000,0000,0,13669,0000,0000
"Wayne, UT",49055,0,2067,0000,0000,0,2394,0000,0000,0,2205,0000,0000,0,1728,0000,0000,0,1483,0000,0000,0,1911,0000,0000,0,2177,0000,0000,0,2509,0000,0000,0,2778,0000,0000,0,1483,0000,0000
"Weber, UT",49057,0,52172,0000,0000,0,56714,0000,0000,0,83319,0000,0000,0,110744,0000,0000,0,126278,0000,0000,0,144616,0000,0000,0,158330,0000,0000,0,196533,0000,0000,0,231236,0000,0000,0,126278,0000,0000
VERMONT,50000,0,359611,0000,0000,0,359231,0000,0000,0,377747,0000,0000,0,389881,0000,0000,0,444330,0000,0000,0,511456,0000,0000,0,562758,0000,0000,0,608827,0000,0000,0,625741,0000,0000,0,444732,0000,0000
"Addison, VT",50001,0,17952,0000,0000,0,17944,0000,0000,0,19442,0000,0000,0,20076,0000,0000,0,24266,0000,0000,0,29406,0000,0000,0,32953,0000,0000,0,35974,0000,0000,0,36821,0000,0000,0,24266,0000,0000
"Bennington, VT",50003,0,21655,0000,0000,0,22286,0000,0000,0,24115,0000,0000,0,25088,0000,0000,0,29282,0000,0000,0,33345,0000,0000,0,35845,0000,0000,0,36994,0000,0000,0,37125,0000,0000,0,29282,0000,0000
"Caledonia, VT",50005,0,27253,0000,0000,0,24320,0000,0000,0,24049,0000,0000,0,22786,0000,0000,0,22789,0000,0000,0,25808,0000,0000,0,27846,0000,0000,0,29702,0000,0000,0,31227,0000,0000,0,22789,0000,0000
"Chittenden, VT",50007,0,47471,0000,0000,0,52098,0000,0000,0,62570,0000,0000,0,74425,0000,0000,0,99131,0000,0000,0,115534,0000,0000,0,131761,0000,0000,0,146571,0000,0000,0,156545,0000,0000,0,99131,0000,0000
"Essex, VT",50009,0,7067,0000,0000,0,6490,0000,0000,0,6257,0000,0000,0,6083,0000,0000,0,5416,0000,0000,0,6313,0000,0000,0,6405,0000,0000,0,6459,0000,0000,0,6306,0000,0000,0,5416,0000,0000
"Franklin, VT",50011,0,29975,0000,0000,0,29601,0000,0000,0,29894,0000,0000,0,29474,0000,0000,0,31282,0000,0000,0,34788,0000,0000,0,39980,0000,0000,0,45417,0000,0000,0,47746,0000,0000,0,31282,0000,0000
"Grand Isle, VT",50013,0,3944,0000,0000,0,3802,0000,0000,0,3406,0000,0000,0,2927,0000,0000,0,3574,0000,0000,0,4613,0000,0000,0,5318,0000,0000,0,6901,0000,0000,0,6970,0000,0000,0,3574,0000,0000
"Lamoille, VT",50015,0,10947,0000,0000,0,11028,0000,0000,0,11388,0000,0000,0,11027,0000,0000,0,13309,0000,0000,0,16767,0000,0000,0,19735,0000,0000,0,23233,0000,0000,0,24475,0000,0000,0,13309,0000,0000
"Orange, VT",50017,0,16694,0000,0000,0,17048,0000,0000,0,17027,0000,0000,0,16014,0000,0000,0,17676,0000,0000,0,22739,0000,0000,0,26149,0000,0000,0,28226,0000,0000,0,28936,0000,0000,0,17676,0000,0000
"Orleans, VT",50019,0,23036,0000,0000,0,21718,0000,0000,0,21190,0000,0000,0,20143,0000,0000,0,20153,0000,0000,0,23440,0000,0000,0,24053,0000,0000,0,26277,0000,0000,0,27231,0000,0000,0,20153,0000,0000
"Rutland, VT",50021,0,48453,0000,0000,0,45638,0000,0000,0,45905,0000,0000,0,46719,0000,0000,0,52637,0000,0000,0,58347,0000,0000,0,62142,0000,0000,0,63400,0000,0000,0,61642,0000,0000,0,52637,0000,0000
"Washington, VT",50023,0,41733,0000,0000,0,41546,0000,0000,0,42870,0000,0000,0,42860,0000,0000,0,47659,0000,0000,0,52393,0000,0000,0,54928,0000,0000,0,58039,0000,0000,0,59534,0000,0000,0,47659,0000,0000
"Windham, VT",50025,0,26015,0000,0000,0,27850,0000,0000,0,28749,0000,0000,0,29776,0000,0000,0,33074,0000,0000,0,36933,0000,0000,0,41588,0000,0000,0,44216,0000,0000,0,44513,0000,0000,0,33476,0000,0000
"Windsor, VT",50027,0,37416,0000,0000,0,37862,0000,0000,0,40885,0000,0000,0,42483,0000,0000,0,44082,0000,0000,0,51030,0000,0000,0,54055,0000,0000,0,57418,0000,0000,0,56670,0000,0000,0,44082,0000,0000
VIRGINIA,51000,0,2421851,0000,0000,0,2677773,0000,0000,0,3318680,0000,0000,0,3966949,0000,0000,0,4648494,0000,0000,0,5346818,0000,0000,0,6187358,0000,0000,0,7078515,0000,0000,0,8001024,0000,0000,0,4651448,0000,0000
"Accomack, VA",51001,0,35854,0000,0000,0,33030,0000,0000,0,33832,0000,0000,0,30635,0000,0000,0,29004,0000,0000,0,31268,0000,0000,0,31703,0000,0000,0,38305,0000,0000,0,33164,0000,0000,0,29004,0000,0000
"Albemarle, VA",51003,0,26981,0000,0000,0,24652,0000,0000,0,26662,0000,0000,0,30969,0000,0000,0,37780,0000,0000,0,55783,0000,0000,0,68040,0000,0000,0,79236,0000,0000,0,98970,0000,0000,0,37780,0000,0000
"Alleghany, VA",51005,1,20188,5009,0000,1,22688,5009,0000,1,23139,5009,0000,0,12128,0000,0000,0,12461,0000,0000,0,14333,0000,0000,0,13176,0000,0000,0,12926,0000,0000,0,16250,0000,0000,0,12461,0000,0000
"Amelia, VA",51007,0,8979,0000,0000,0,8495,0000,0000,0,7908,0000,0000,0,7815,0000,0000,0,7592,0000,0000,0,8405,0000,0000,0,8787,0000,0000,0,11400,0000,0000,0,12690,0000,0000,0,7592,0000,0000
"Amherst, VA",51009,0,19020,0000,0000,0,20273,0000,0000,0,20332,0000,0000,0,22953,0000,0000,0,26072,0000,0000,0,29122,0000,0000,0,28578,0000,0000,0,31894,0000,0000,0,32353,0000,0000,0,26072,0000,0000
"Appomattox, VA",51011,0,8402,0000,0000,0,9020,0000,0000,0,8764,0000,0000,0,9148,0000,0000,0,9784,0000,0000,0,11971,0000,0000,0,12298,0000,0000,0,13705,0000,0000,0,14973,0000,0000,0,9784,0000,0000
"Arlington, VA",51013,0,26615,0000,0000,0,57040,0000,0000,0,135449,0000,0000,0,163401,0000,0000,0,174284,0000,0000,0,152599,0000,0000,0,170936,0000,0000,0,189453,0000,0000,0,207627,0000,0000,0,174284,0000,0000
"Augusta, VA",51015,1,38163,5078,0000,1,42772,5078,0000,0,34154,0000,0000,0,37363,0000,0000,0,44220,0000,0000,0,53732,0000,0000,0,54677,0000,0000,0,65615,0000,0000,0,73750,0000,0000,0,44220,0000,0000
"Bath, VA",51017,0,8137,0000,0000,0,7191,0000,0000,0,6296,0000,0000,0,5335,0000,0000,0,5192,0000,0000,0,5860,0000,0000,0,4799,0000,0000,0,5048,0000,0000,0,4731,0000,0000,0,5192,0000,0000
"Bedford, VA",51019,1,29091,5002,0000,1,29687,5002,0000,1,29627,5002,0000,1,31028,5002,0000,0,26728,0000,0000,0,34927,0000,0000,0,45656,0000,0000,0,60371,0000,0000,0,68676,0000,0000,0,26728,0000,0000
"Bland, VA",51021,0,6031,0000,0000,0,6731,0000,0000,0,6436,0000,0000,0,5982,0000,0000,0,5423,0000,0000,0,6349,0000,0000,0,6514,0000,0000,0,6871,0000,0000,0,6824,0000,0000,0,5423,0000,0000
"Botetourt, VA",51023,0,15457,0000,0000,0,16447,0000,0000,0,15766,0000,0000,0,16715,0000,0000,0,18193,0000,0000,0,23270,0000,0000,0,24992,0000,0000,0,30496,0000,0000,0,33148,0000,0000,0,18193,0000,0000
"Brunswick, VA",51025,0,20486,0000,0000,0,19575,0000,0000,0,20136,0000,0000,0,17779,0000,0000,0,16172,0000,0000,0,15632,0000,0000,0,15987,0000,0000,0,18419,0000,0000,0,17434,0000,0000,0,16172,0000,0000
"Buchanan, VA",51027,0,16740,0000,0000,0,31477,0000,0000,0,35748,0000,0000,0,36724,0000,0000,0,32071,0000,0000,0,37989,0000,0000,0,31333,0000,0000,0,26978,0000,0000,0,24098,0000,0000,0,32071,0000,0000
"Buckingham, VA",51029,0,13315,0000,0000,0,13398,0000,0000,0,12288,0000,0000,0,10877,0000,0000,0,10597,0000,0000,0,11751,0000,0000,0,12873,0000,0000,0,15623,0000,0000,0,17146,0000,0000,0,10597,0000,0000
"Campbell, VA",51031,0,22885,0000,0000,0,26048,0000,0000,0,28877,0000,0000,0,32958,0000,0000,0,43319,0000,0000,0,45424,0000,0000,0,47572,0000,0000,0,51078,0000,0000,0,54842,0000,0000,0,43319,0000,0000
"Caroline, VA",51033,0,15263,0000,0000,0,13945,0000,0000,0,12471,0000,0000,0,12725,0000,0000,0,13925,0000,0000,0,17904,0000,0000,0,19217,0000,0000,0,22121,0000,0000,0,28545,0000,0000,0,13925,0000,0000
"Carroll, VA",51035,1,22141,5017,0000,1,25904,5017,0000,1,26695,5017,0000,0,23178,0000,0000,0,23092,0000,0000,0,27270,0000,0000,0,26594,0000,0000,0,29245,0000,0000,0,30042,0000,0000,0,23092,0000,0000
"Charles City, VA",51036,0,4881,0000,0000,0,4275,0000,0000,0,4676,0000,0000,0,5492,0000,0000,0,6158,0000,0000,0,6692,0000,0000,0,6282,0000,0000,0,6926,0000,0000,0,7256,0000,0000,0,6158,0000,0000
"Charlotte, VA",51037,0,16061,0000,0000,0,15861,0000,0000,0,14057,0000,0000,0,13368,0000,0000,0,11551,0000,0000,0,12266,0000,0000,0,11688,0000,0000,0,12472,0000,0000,0,12586,0000,0000,0,12366,0000,0000
"Chesterfield, VA",51041,1,26049,5007,0000,1,31183,5007,0000,0,40400,0000,0000,0,71197,0000,0000,0,76855,0000,0000,0,141372,0000,0000,0,209274,0000,0000,0,259903,0000,0000,0,316236,0000,0000,0,77045,0000,0000
"Clarke, VA",51043,0,7167,0000,0000,0,7159,0000,0000,0,7074,0000,0000,0,7942,0000,0000,0,8102,0000,0000,0,9965,0000,0000,0,12101,0000,0000,0,12652,0000,0000,0,14034,0000,0000,0,8102,0000,0000
"Craig, VA",51045,0,3562,0000,0000,0,3769,0000,0000,0,3452,0000,0000,0,3356,0000,0000,0,3524,0000,0000,0,3948,0000,0000,0,4372,0000,0000,0,5091,0000,0000,0,5190,0000,0000,0,3524,0000,0000
"Culpeper, VA",51047,0,13306,0000,0000,0,13365,0000,0000,0,13242,0000,0000,0,15088,0000,0000,0,18218,0000,0000,0,22620,0000,0000,0,27791,0000,0000,0,34262,0000,0000,0,46689,0000,0000,0,18218,0000,0000
"Cumberland, VA",51049,0,7535,0000,0000,0,7505,0000,0000,0,7252,0000,0000,0,6360,0000,0000,0,6179,0000,0000,0,7881,0000,0000,0,7825,0000,0000,0,9017,0000,0000,0,10052,0000,0000,0,6179,0000,0000
"Dickenson, VA",51051,0,16163,0000,0000,0,21266,0000,0000,0,23393,0000,0000,0,20211,0000,0000,0,16077,0000,0000,0,19806,0000,0000,0,17620,0000,0000,0,16395,0000,0000,0,15903,0000,0000,0,16077,0000,0000
"Dinwiddie, VA",51053,0,18492,0000,0000,0,18166,0000,0000,0,18839,0000,0000,0,22183,0000,0000,0,25046,0000,0000,0,22602,0000,0000,0,20960,0000,0000,0,24533,0000,0000,0,28001,0000,0000,0,25046,0000,0000
"Essex, VA",51057,0,6976,0000,0000,0,7006,0000,0000,0,6530,0000,0000,0,6690,0000,0000,0,7099,0000,0000,0,8864,0000,0000,0,8689,0000,0000,0,9989,0000,0000,0,11151,0000,0000,0,7099,0000,0000
"Fairfax, VA",51059,1,25264,5013,0000,1,40929,5013,0000,1,98557,5012,0000,1,275002,5012,0000,0,455021,0000,0000,0,596901,0000,0000,0,818584,0000,0000,0,969749,0000,0000,0,1081726,0000,0000,0,454275,0000,0000
